Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Armaan😒,12-04-2021 11:36,00:00:34,Autoplayed: user action: None; ,THEBIGDAY_S1_CLIP_INCITINGINCIDENT,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:34,00:00:34,IN (India)
Armaan😒,12-04-2021 11:36,00:00:02,Autoplayed: user action: None; ,The Big Day: Collection 2: Love Beyond Borders (Episode 1),,Skyworth SW4K-5658-2017 Android TV Smart TV,00:35:23,00:35:23,IN (India)
Armaan😒,12-04-2021 11:35,00:00:05,Autoplayed: user action: None; ,THEBIGDAY_S1_CLIP_INCITINGINCIDENT,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:05,Not latest view,IN (India)
Armaan😒,12-04-2021 11:34,00:01:04,Autoplayed: user action: None; ,The Boy Next Door_hook_03_16x9,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:01:04,00:01:04,IN (India)
Armaan😒,12-04-2021 11:34,00:00:05,Autoplayed: user action: None; ,Godzilla: King of the Monsters_hook_01_16x9,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:05,00:00:05,IN (India)
Armaan😒,12-04-2021 11:33,00:00:20,Autoplayed: user action: None; ,Trailer: Thunder Force,TRAILER,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:20,00:00:20,IN (India)
Armaan😒,12-04-2021 11:07,00:03:13,,The Serpent: Limited Series: Episode 3,,Android DefaultWidevineL3Phone Android Phone,00:09:44,Not latest view,IN (India)
Armaan😒,12-04-2021 11:07,00:00:01,,The Serpent: Limited Series: Episode 2,,Android DefaultWidevineL3Phone Android Phone,00:00:00,00:00:00,IN (India)
Armaan😒,12-04-2021 11:06,00:00:03,,The Serpent: Limited Series: Episode 2,,Android DefaultWidevineL3Phone Android Phone,00:00:03,Not latest view,IN (India)
Armaan😒,12-04-2021 10:58,00:05:19,,The Serpent: Limited Series: Episode 3,,Android DefaultWidevineL3Phone Android Phone,00:06:19,Not latest view,IN (India)
Armaan😒,12-04-2021 10:39,00:16:43,,The Big Day: Collection 2: Love Beyond Borders (Episode 1),,DefaultWidevineAndroidPhone,00:35:21,Not latest view,IN (India)
Armaan😒,12-04-2021 10:00,00:56:04,,The Serpent: Limited Series: Episode 2,,Android DefaultWidevineL3Phone Android Phone,00:57:48,Not latest view,IN (India)
Armaan😒,11-04-2021 11:31,00:01:08,Autoplayed: user action: None; ,MISMATCHED_S1_CLIP_VILLAIN,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:01:08,00:01:08,IN (India)
Armaan😒,11-04-2021 11:30,00:00:24,Autoplayed: user action: None; ,Ala Vaikunthapurramuloo_hook_04_16x9,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:24,00:00:24,IN (India)
Armaan😒,11-04-2021 11:30,00:00:14,Autoplayed: user action: None; ,Godzilla: King of the Monsters_hook_04_16x9,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:14,00:00:14,IN (India)
Armaan😒,11-04-2021 11:30,00:00:05,Autoplayed: user action: None; ,Madam Ji_hook_04_16x9,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:05,00:00:05,IN (India)
Armaan😒,11-04-2021 11:29,00:00:07,Autoplayed: user action: None; ,Jada_hook_05_16x9,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:07,00:00:07,IN (India)
Armaan😒,11-04-2021 11:29,00:00:05,Autoplayed: user action: None; ,THEBIGDAY_S1_CLIP_SUPPORTINGCHARACTER,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:05,00:00:05,IN (India)
Armaan😒,11-04-2021 11:28,00:00:29,Autoplayed: user action: None; ,Season 1 Trailer: The Serpent,TRAILER,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:29,Not latest view,IN (India)
Armaan😒,11-04-2021 08:08,00:00:59,Autoplayed: user action: None; ,The Serpent: Limited Series: Episode 2,,Skyworth SW4K-5658-2017 Android TV Smart TV,00:01:27,Not latest view,IN (India)
Armaan😒,11-04-2021 08:03,00:05:03,Autoplayed: user action: User_Interaction; ,The Serpent: Limited Series: Episode 1,,Skyworth SW4K-5658-2017 Android TV Smart TV,00:58:17,00:58:17,IN (India)
Armaan😒,11-04-2021 08:01,00:00:16,Autoplayed: user action: User_Interaction; ,The Serpent: Limited Series: Episode 1,,Skyworth SW4K-5658-2017 Android TV Smart TV,00:53:17,Not latest view,IN (India)
Armaan😒,11-04-2021 07:10,00:47:10,Autoplayed: user action: User_Interaction; ,The Serpent: Limited Series: Episode 1,,Skyworth SW4K-5658-2017 Android TV Smart TV,00:52:55,Not latest view,IN (India)
Armaan😒,10-04-2021 11:02,00:16:20,,The Big Day: Collection 2: Love Beyond Borders (Episode 1),,DefaultWidevineAndroidPhone,00:17:08,Not latest view,IN (India)
Armaan😒,10-04-2021 11:01,00:00:09,,Collection 2 Trailer: The Big Day,TRAILER,DefaultWidevineAndroidPhone,00:00:09,00:00:09,IN (India)
Armaan😒,09-04-2021 18:32,00:59:26,Autoplayed: user action: User_Interaction; ,Roohi,,Skyworth SW4K-5658-2017 Android TV Smart TV,02:09:53,02:09:53,IN (India)
Armaan😒,09-04-2021 18:03,00:08:01,,The Big Day: Collection 1: All You Need Is Love (Episode 3),,DefaultWidevineAndroidPhone,00:08:47,00:08:47,IN (India)
Armaan😒,09-04-2021 18:02,00:00:16,,Collection 2 Trailer: The Big Day,TRAILER,DefaultWidevineAndroidPhone,00:00:16,Not latest view,IN (India)
Armaan😒,09-04-2021 17:37,00:17:26,,The Bold Type: Season 4: Not Far from the Tree (Episode 16),,DefaultWidevineAndroidPhone,00:41:26,00:41:26,IN (India)
Armaan😒,09-04-2021 16:53,00:17:24,,Roohi,,Skyworth SW4K-5658-2017 Android TV Smart TV,00:44:10,Not latest view,IN (India)
Armaan😒,09-04-2021 16:51,00:01:14,Autoplayed: user action: User_Interaction; ,Roohi,,Skyworth SW4K-5658-2017 Android TV Smart TV,00:26:20,Not latest view,IN (India)
Armaan😒,09-04-2021 16:46,00:00:37,,Roohi,,Skyworth SW4K-5658-2017 Android TV Smart TV,00:25:07,Not latest view,IN (India)
Armaan😒,09-04-2021 16:44,00:00:24,Autoplayed: user action: User_Interaction; ,Roohi,,Skyworth SW4K-5658-2017 Android TV Smart TV,00:24:32,Not latest view,IN (India)
Armaan😒,09-04-2021 14:41,00:45:18,,Roohi,,Skyworth SW4K-5658-2017 Android TV Smart TV,02:09:54,Not latest view,IN (India)
Armaan😒,09-04-2021 14:16,00:24:42,,Roohi,,Skyworth SW4K-5658-2017 Android TV Smart TV,01:23:22,Not latest view,IN (India)
Armaan😒,09-04-2021 13:33,00:26:02,Autoplayed: user action: User_Interaction; ,Roohi,,Skyworth SW4K-5658-2017 Android TV Smart TV,00:58:42,Not latest view,IN (India)
Armaan😒,09-04-2021 12:57,00:29:58,,Roohi,,Skyworth SW4K-5658-2017 Android TV Smart TV,00:31:25,Not latest view,IN (India)
Armaan😒,09-04-2021 11:54,00:14:48,,The Bold Type: Season 4: Not Far from the Tree (Episode 16),,DefaultWidevineAndroidPhone,00:17:01,Not latest view,IN (India)
Armaan😒,09-04-2021 11:39,00:14:51,,The Bold Type: Season 4: Love (Episode 15),,DefaultWidevineAndroidPhone,00:41:28,00:41:28,IN (India)
Armaan😒,08-04-2021 17:22,00:21:03,,The Bold Type: Season 4: Love (Episode 15),,DefaultWidevineAndroidPhone,00:26:21,Not latest view,IN (India)
Armaan😒,08-04-2021 11:14,00:00:04,,The Bold Type: Season 1_hook_01_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:04,00:00:04,IN (India)
Armaan😒,08-04-2021 11:14,00:00:03,,The Bold Type: Season 4: Love (Episode 15),,DefaultWidevineAndroidPhone,00:00:50,Not latest view,IN (India)
Armaan😒,08-04-2021 11:00,00:13:11,,The Bold Type: Season 4: The Truth Will Set You Free (Episode 14),,DefaultWidevineAndroidPhone,00:40:46,00:40:46,IN (India)
Armaan😒,08-04-2021 08:50,00:19:45,,The Bold Type: Season 4: The Truth Will Set You Free (Episode 14),,DefaultWidevineAndroidPhone,00:21:48,Not latest view,IN (India)
Armaan😒,08-04-2021 08:49,00:01:15,,The Bold Type: Season 4: Lost (Episode 13),,DefaultWidevineAndroidPhone,00:40:48,00:40:48,IN (India)
Armaan😒,07-04-2021 17:54,00:18:58,,The Bold Type: Season 4: Lost (Episode 13),,DefaultWidevineAndroidPhone,00:38:34,Not latest view,IN (India)
Armaan😒,07-04-2021 09:45,00:00:33,,The Bold Type: Season 4: Lost (Episode 13),,DefaultWidevineAndroidPhone,00:15:03,Not latest view,IN (India)
Armaan😒,07-04-2021 09:45,00:00:09,,Season 1 Trailer: Bridgerton,TRAILER,DefaultWidevineAndroidPhone,00:00:09,00:00:09,IN (India)
Armaan😒,07-04-2021 06:50,00:09:25,,The Bold Type: Season 4: Lost (Episode 13),,DefaultWidevineAndroidPhone,00:14:30,Not latest view,IN (India)
Armaan😒,06-04-2021 20:10,00:03:57,,The Bold Type: Season 4: Lost (Episode 13),,DefaultWidevineAndroidPhone,00:04:38,Not latest view,IN (India)
Armaan😒,06-04-2021 19:31,00:39:15,,The Bold Type: Season 4: Snow Day (Episode 12),,DefaultWidevineAndroidPhone,00:40:44,00:40:44,IN (India)
Armaan😒,06-04-2021 18:28,00:40:10,,The Bold Type: Season 4: Leveling Up (Episode 11),,DefaultWidevineAndroidPhone,00:41:29,00:41:29,IN (India)
Armaan😒,06-04-2021 18:02,00:25:58,,The Bold Type: Season 4: Some Kind of Wonderful (Episode 10),,DefaultWidevineAndroidPhone,00:41:07,00:41:07,IN (India)
Armaan😒,06-04-2021 17:20,00:12:54,,The Bold Type: Season 4: Some Kind of Wonderful (Episode 10),,DefaultWidevineAndroidPhone,00:14:54,Not latest view,IN (India)
Armaan😒,06-04-2021 17:09,00:06:50,,"The Bold Type: Season 4: 5, 6, 7, 8 (Episode 9)",,DefaultWidevineAndroidPhone,00:41:32,00:41:32,IN (India)
Armaan😒,06-04-2021 16:27,00:12:28,,"The Bold Type: Season 4: 5, 6, 7, 8 (Episode 9)",,DefaultWidevineAndroidPhone,00:34:29,Not latest view,IN (India)
Armaan😒,06-04-2021 14:28,00:18:19,,"The Bold Type: Season 4: 5, 6, 7, 8 (Episode 9)",,DefaultWidevineAndroidPhone,00:21:30,Not latest view,IN (India)
Armaan😒,06-04-2021 14:13,00:10:51,,The Bold Type: Season 4: Stardust (Episode 8),,DefaultWidevineAndroidPhone,00:41:26,00:41:26,IN (India)
Armaan😒,06-04-2021 13:25,00:16:19,,The Bold Type: Season 4: Stardust (Episode 8),,DefaultWidevineAndroidPhone,00:24:32,Not latest view,IN (India)
Armaan😒,06-04-2021 12:36,00:31:32,,The Bold Type: Season 4: The Space Between (Episode 7),,DefaultWidevineAndroidPhone,00:40:54,00:40:54,IN (India)
Armaan😒,06-04-2021 12:20,00:15:11,,The Bold Type: Season 4: To Peg or Not to Peg (Episode 6),,DefaultWidevineAndroidPhone,00:41:09,00:41:09,IN (India)
Armaan😒,06-04-2021 12:19,00:00:17,,The Bold Type: Season 1_hook_primary_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:17,00:00:17,IN (India)
Armaan😒,06-04-2021 12:17,00:00:28,,Teaser: Pagglait,TEASER_TRAILER,DefaultWidevineAndroidPhone,00:00:28,00:00:28,IN (India)
Armaan😒,06-04-2021 12:16,00:00:17,,Stranger Things (Trailer 2),TRAILER,DefaultWidevineAndroidPhone,00:00:17,00:00:17,IN (India)
Armaan😒,06-04-2021 11:12,00:17:56,,The Bold Type: Season 4: To Peg or Not to Peg (Episode 6),,DefaultWidevineAndroidPhone,00:24:08,Not latest view,IN (India)
Armaan😒,06-04-2021 10:38,00:33:44,,The Bold Type: Season 4: Tearing Down the Donut Wall (Episode 5),,DefaultWidevineAndroidPhone,00:41:12,00:41:12,IN (India)
Armaan😒,06-04-2021 09:27,00:29:01,,The Bold Type: Season 4: Babes in Toyland (Episode 4),,DefaultWidevineAndroidPhone,00:40:58,00:40:58,IN (India)
Armaan😒,06-04-2021 08:41,00:30:41,,The Bold Type: Season 4: Marathon (Episode 3),,DefaultWidevineAndroidPhone,00:41:35,00:41:35,IN (India)
Armaan😒,06-04-2021 08:05,00:34:20,,The Bold Type: Season 4: #Scarlet (Episode 2),,DefaultWidevineAndroidPhone,00:41:24,00:41:24,IN (India)
Armaan😒,06-04-2021 07:13,00:36:29,,The Bold Type: Season 4: Legends of the Fall Issue (Episode 1),,DefaultWidevineAndroidPhone,00:40:44,00:40:44,IN (India)
Armaan😒,06-04-2021 06:47,00:20:06,,The Bold Type: Season 3: Breaking Through the Noise (Episode 10),,DefaultWidevineAndroidPhone,00:41:33,00:41:33,IN (India)
Armaan😒,06-04-2021 06:25,00:05:38,,The Bold Type: Season 3: Breaking Through the Noise (Episode 10),,DefaultWidevineAndroidPhone,00:15:18,Not latest view,IN (India)
Armaan😒,05-04-2021 21:33,00:00:15,,The Bold Type: Season 1_hook_primary_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:15,Not latest view,IN (India)
Armaan😒,05-04-2021 21:24,00:08:06,,The Bold Type: Season 3: Breaking Through the Noise (Episode 10),,DefaultWidevineAndroidPhone,00:08:54,Not latest view,IN (India)
Armaan😒,05-04-2021 20:54,00:30:07,,The Bold Type: Season 3: Final Push (Episode 9),,DefaultWidevineAndroidPhone,00:40:45,00:40:45,IN (India)
Armaan😒,05-04-2021 20:17,00:35:00,,The Bold Type: Season 3: Revival (Episode 8),,DefaultWidevineAndroidPhone,00:39:43,00:39:43,IN (India)
Armaan😒,05-04-2021 18:58,00:35:52,,The Bold Type: Season 3: Mixed Messages (Episode 7),,DefaultWidevineAndroidPhone,00:41:33,00:41:33,IN (India)
Armaan😒,05-04-2021 18:36,00:20:58,,The Bold Type: Season 3: #TBT (Episode 6),,DefaultWidevineAndroidPhone,00:40:31,00:40:31,IN (India)
Armaan😒,05-04-2021 16:01,00:15:44,,The Bold Type: Season 3: #TBT (Episode 6),,DefaultWidevineAndroidPhone,00:17:35,Not latest view,IN (India)
Armaan😒,05-04-2021 15:23,00:37:10,,The Bold Type: Season 3: Technical Difficulties (Episode 5),,DefaultWidevineAndroidPhone,00:41:28,00:41:28,IN (India)
Armaan😒,05-04-2021 14:29,00:34:18,,The Bold Type: Season 3: The Deep End (Episode 4),,DefaultWidevineAndroidPhone,00:41:00,00:41:00,IN (India)
Armaan😒,05-04-2021 10:27,00:05:42,,The Bold Type: Season 3: Stroke of Genius (Episode 3),,DefaultWidevineAndroidPhone,00:40:55,00:40:55,IN (India)
Armaan😒,05-04-2021 10:05,00:20:34,,The Bold Type: Season 3: Stroke of Genius (Episode 3),,DefaultWidevineAndroidPhone,00:34:09,Not latest view,IN (India)
Armaan😒,04-04-2021 17:47,00:13:44,,The Bold Type: Season 3: Stroke of Genius (Episode 3),,DefaultWidevineAndroidPhone,00:05:18,Not latest view,IN (India)
Armaan😒,04-04-2021 17:47,00:00:05,,The Bold Type: Season 1_hook_01_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:05,Not latest view,IN (India)
Armaan😒,04-04-2021 16:13,00:02:33,,The Bold Type: Season 3: Stroke of Genius (Episode 3),,DefaultWidevineAndroidPhone,00:11:31,Not latest view,IN (India)
Armaan😒,04-04-2021 16:12,00:00:06,,The Bold Type: Season 3: The New Normal (Episode 1),,DefaultWidevineAndroidPhone,00:00:39,00:00:39,IN (India)
Armaan😒,04-04-2021 16:01,00:06:17,,The Bold Type: Season 3: Stroke of Genius (Episode 3),,DefaultWidevineAndroidPhone,00:07:53,Not latest view,IN (India)
Armaan😒,04-04-2021 15:18,00:39:17,,The Bold Type: Season 3: Plus It Up (Episode 2),,DefaultWidevineAndroidPhone,00:41:26,00:41:26,IN (India)
Armaan😒,04-04-2021 14:59,00:17:27,,The Bold Type: Season 3: The New Normal (Episode 1),,DefaultWidevineAndroidPhone,00:41:35,Not latest view,IN (India)
Armaan😒,04-04-2021 13:52,00:12:51,,The Bold Type: Season 3: The New Normal (Episode 1),,DefaultWidevineAndroidPhone,00:20:02,Not latest view,IN (India)
Armaan😒,04-04-2021 10:59,00:06:14,,The Bold Type: Season 3: The New Normal (Episode 1),,DefaultWidevineAndroidPhone,00:07:13,Not latest view,IN (India)
Armaan😒,04-04-2021 10:18,00:33:56,,The Bold Type: Season 2: We'll Always Have Paris (Episode 10),,DefaultWidevineAndroidPhone,00:41:35,00:41:35,IN (India)
Armaan😒,03-04-2021 17:40,00:07:02,,The Bold Type: Season 2: We'll Always Have Paris (Episode 10),,DefaultWidevineAndroidPhone,00:07:33,Not latest view,IN (India)
Armaan😒,03-04-2021 17:12,00:23:36,,The Bold Type: Season 2: Trippin' (Episode 9),,DefaultWidevineAndroidPhone,00:41:36,00:41:36,IN (India)
Armaan😒,03-04-2021 17:11,00:00:01,,The Bold Type: Season 2: Trippin' (Episode 9),,DefaultWidevineAndroidPhone,00:15:46,Not latest view,IN (India)
Armaan😒,03-04-2021 17:11,00:00:08,,The Bold Type: Season 1_hook_primary_16x9,HOOK,DefaultWidevineAndroidPhone,00:00:08,Not latest view,IN (India)
Armaan😒,03-04-2021 11:32,00:15:26,,The Bold Type: Season 2: Trippin' (Episode 9),,DefaultWidevineAndroidPhone,00:15:46,Not latest view,IN (India)
Armaan😒,03-04-2021 11:13,00:15:36,,The Bold Type: Season 2: Plan B (Episode 8),,DefaultWidevineAndroidPhone,00:40:42,00:40:42,IN (India)
Armaan😒,03-04-2021 05:03,00:23:29,,The Bold Type: Season 2: Plan B (Episode 8),,DefaultWidevineAndroidPhone,00:23:55,Not latest view,IN (India)
Armaan😒,03-04-2021 03:44,00:15:35,,The Bold Type: Season 2: Betsy (Episode 7),,DefaultWidevineAndroidPhone,00:41:15,00:41:15,IN (India)
Armaan😒,02-04-2021 11:02,00:08:16,,The Bold Type: Season 2: Betsy (Episode 7),,DefaultWidevineAndroidPhone,00:24:49,Not latest view,IN (India)
Armaan😒,01-04-2021 11:49,00:06:41,,The Bold Type: Season 2: Betsy (Episode 7),,DefaultWidevineAndroidPhone,00:14:49,Not latest view,IN (India)
Armaan😒,01-04-2021 11:33,00:07:34,,The Bold Type: Season 2: Betsy (Episode 7),,DefaultWidevineAndroidPhone,00:08:13,Not latest view,IN (India)
Armaan😒,01-04-2021 11:04,00:00:21,,The Bold Type: Season 2: Betsy (Episode 7),,DefaultWidevineAndroidPhone,00:00:52,Not latest view,IN (India)
Armaan😒,01-04-2021 10:44,00:19:54,,The Bold Type: Season 2: The Domino Effect (Episode 6),,DefaultWidevineAndroidPhone,00:41:27,00:41:27,IN (India)
Armaan😒,31-03-2021 17:51,00:15:09,,The Bold Type: Season 2: The Domino Effect (Episode 6),,DefaultWidevineAndroidPhone,00:19:50,Not latest view,IN (India)
Armaan😒,31-03-2021 15:24,00:00:06,Autoplayed: user action: None; ,Happy Death Day 2U_hook_03_16x9,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:06,00:00:06,IN (India)
Armaan😒,31-03-2021 15:23,00:01:15,Autoplayed: user action: Unspecified; ,Inside the World’s Toughest Prisons: Season 5: South Africa: The Number Gangs Prison (Episode 1),,Skyworth SW4K-5658-2017 Android TV Smart TV,00:01:29,00:01:29,IN (India)
Armaan😒,31-03-2021 15:22,00:00:05,Autoplayed: user action: Unspecified; ,Inside the World’s Toughest Prisons: Season 5: South Africa: The Number Gangs Prison (Episode 1),,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:05,Not latest view,IN (India)
Armaan😒,31-03-2021 15:22,00:00:19,Autoplayed: user action: None; ,Bonus Video: The Boss Baby: Get That Baby!,HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:19,00:00:19,IN (India)
Armaan😒,31-03-2021 15:21,00:00:06,Autoplayed: user action: None; ,"Trailer: Sex, Explained",TRAILER,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:06,00:00:06,IN (India)
Armaan😒,31-03-2021 15:21,00:00:04,Autoplayed: user action: None; ,Trailer: Kenny Sebastian: The Most Interesting Person in the Room,TRAILER,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:04,00:00:04,IN (India)
Armaan😒,31-03-2021 15:21,00:00:17,Autoplayed: user action: None; ,The Last Summer (Trailer),TRAILER,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:17,00:00:17,IN (India)
Armaan😒,31-03-2021 15:19,00:00:29,Autoplayed: user action: None; ,Family Reunion: Part 1 (Times Have Changed),HOOK,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:29,00:00:29,IN (India)
Armaan😒,31-03-2021 15:19,00:00:06,Autoplayed: user action: None; ,Trailer: Mrs. Serial Killer,TRAILER,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:06,00:00:06,IN (India)
Armaan😒,31-03-2021 15:19,00:00:08,Autoplayed: user action: None; ,Upstarts (Trailer),TRAILER,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:08,00:00:08,IN (India)
Armaan😒,31-03-2021 15:18,00:00:04,Autoplayed: user action: None; ,Season 1 Context Upfront Trailer: Zero Chill,TRAILER,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:04,00:00:04,IN (India)
Armaan😒,31-03-2021 15:18,00:00:10,Autoplayed: user action: None; ,Trailer: Maska,TRAILER,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:10,00:00:10,IN (India)
Armaan😒,31-03-2021 15:17,00:00:56,Autoplayed: user action: None; ,Workin' Moms: Season 2 TextInTrailer_Evidence,TRAILER,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:56,00:00:56,IN (India)
Armaan😒,31-03-2021 15:16,00:00:08,Autoplayed: user action: None; ,We Can Be Heroes,,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:08,00:00:08,IN (India)
Armaan😒,31-03-2021 15:16,00:00:06,Autoplayed: user action: None; ,Choked: Paisa Bolta Hai,,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:06,00:00:06,IN (India)
Armaan😒,31-03-2021 15:13,00:00:01,Autoplayed: user action: None; ,Five Feet Apart,,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:01,00:00:01,IN (India)
Armaan😒,31-03-2021 15:13,00:00:06,Autoplayed: user action: None; ,All The Bright Places,,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:06,00:00:06,IN (India)
Armaan😒,31-03-2021 15:13,00:00:12,Autoplayed: user action: None; ,Five Feet Apart,,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:12,Not latest view,IN (India)
Armaan😒,31-03-2021 15:12,00:00:11,Autoplayed: user action: None; ,The Half Of It (Trailer),TRAILER,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:11,00:00:11,IN (India)
Armaan😒,31-03-2021 15:11,00:01:14,,Bad Trip,,Skyworth SW4K-5658-2017 Android TV Smart TV,00:01:42,00:01:42,IN (India)
Armaan😒,31-03-2021 15:10,00:00:06,Autoplayed: user action: None; ,Trailer: Bad Trip,TRAILER,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:06,00:00:06,IN (India)
Armaan😒,31-03-2021 15:10,00:00:08,Autoplayed: user action: None; ,Trailer: #Alive,TRAILER,Skyworth SW4K-5658-2017 Android TV Smart TV,00:00:08,00:00:08,IN (India)
